"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","molecule_ch1","extract_protocol_ch1","label_ch1","label_protocol_ch1","taxid_ch1","hyb_protocol","scan_protocol","description","description.1","data_processing","platform_id","contact_name","contact_email","contact_department","contact_institute","contact_address","contact_city","contact_zip/postal_code","contact_country","supplementary_file","data_row_count","pathological diagnostic:ch1","tissue type:ch1"
"GSM831778","1486T","GSM831778","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","tumour","Homo sapiens","pathological diagnostic: papillary thyroid carcinoma (PTC)","tissue type: tumour","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","papillary thyroid carcinoma","1486T-26-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831778/suppl/GSM831778_1486T_26_Plus.CEL.gz","54675","papillary thyroid carcinoma (PTC)","tumour"
"GSM831779","1502T","GSM831779","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","tumour","Homo sapiens","pathological diagnostic: papillary thyroid carcinoma (PTC)","tissue type: tumour","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","papillary thyroid carcinoma","1502T-6-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831779/suppl/GSM831779_1502T_6_Plus.CEL.gz","54675","papillary thyroid carcinoma (PTC)","tumour"
"GSM831780","165T","GSM831780","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","tumour","Homo sapiens","pathological diagnostic: papillary thyroid carcinoma (PTC)","tissue type: tumour","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","papillary thyroid carcinoma","165T-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831780/suppl/GSM831780_165T_Plus.CEL.gz","54675","papillary thyroid carcinoma (PTC)","tumour"
"GSM831781","242T","GSM831781","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","tumour","Homo sapiens","pathological diagnostic: papillary thyroid carcinoma (PTC)","tissue type: tumour","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","papillary thyroid carcinoma","242T-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831781/suppl/GSM831781_242T_Plus.CEL.gz","54675","papillary thyroid carcinoma (PTC)","tumour"
"GSM831782","243T","GSM831782","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","tumour","Homo sapiens","pathological diagnostic: papillary thyroid carcinoma (PTC)","tissue type: tumour","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","papillary thyroid carcinoma","243T-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831782/suppl/GSM831782_243T_Plus.CEL.gz","54675","papillary thyroid carcinoma (PTC)","tumour"
"GSM831783","249T","GSM831783","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","tumour","Homo sapiens","pathological diagnostic: papillary thyroid carcinoma (PTC)","tissue type: tumour","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","papillary thyroid carcinoma","249T-44-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831783/suppl/GSM831783_249T_44_Plus.CEL.gz","54675","papillary thyroid carcinoma (PTC)","tumour"
"GSM831784","307T","GSM831784","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","tumour","Homo sapiens","pathological diagnostic: papillary thyroid carcinoma (PTC)","tissue type: tumour","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","papillary thyroid carcinoma","307T-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831784/suppl/GSM831784_307T_Plus.CEL.gz","54675","papillary thyroid carcinoma (PTC)","tumour"
"GSM831785","343T","GSM831785","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","tumour","Homo sapiens","pathological diagnostic: papillary thyroid carcinoma (PTC)","tissue type: tumour","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","papillary thyroid carcinoma","343T-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831785/suppl/GSM831785_343T_Plus.CEL.gz","54675","papillary thyroid carcinoma (PTC)","tumour"
"GSM831786","366T","GSM831786","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","tumour","Homo sapiens","pathological diagnostic: papillary thyroid carcinoma (PTC)","tissue type: tumour","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","papillary thyroid carcinoma","366T-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831786/suppl/GSM831786_366T_Plus.CEL.gz","54675","papillary thyroid carcinoma (PTC)","tumour"
"GSM831787","411T","GSM831787","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","tumour","Homo sapiens","pathological diagnostic: papillary thyroid carcinoma (PTC)","tissue type: tumour","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","papillary thyroid carcinoma","411T-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831787/suppl/GSM831787_411T_Plus.CEL.gz","54675","papillary thyroid carcinoma (PTC)","tumour"
"GSM831788","446T","GSM831788","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","tumour","Homo sapiens","pathological diagnostic: papillary thyroid carcinoma (PTC)","tissue type: tumour","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","papillary thyroid carcinoma","446T-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831788/suppl/GSM831788_446T_Plus.CEL.gz","54675","papillary thyroid carcinoma (PTC)","tumour"
"GSM831789","465T","GSM831789","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","tumour","Homo sapiens","pathological diagnostic: papillary thyroid carcinoma (PTC)","tissue type: tumour","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","papillary thyroid carcinoma","465T-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831789/suppl/GSM831789_465T_Plus.CEL.gz","54675","papillary thyroid carcinoma (PTC)","tumour"
"GSM831790","501T","GSM831790","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","tumour","Homo sapiens","pathological diagnostic: papillary thyroid carcinoma (PTC)","tissue type: tumour","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","papillary thyroid carcinoma","501T-48-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831790/suppl/GSM831790_501T_48_Plus.CEL.gz","54675","papillary thyroid carcinoma (PTC)","tumour"
"GSM831791","502T","GSM831791","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","tumour","Homo sapiens","pathological diagnostic: papillary thyroid carcinoma (PTC)","tissue type: tumour","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","papillary thyroid carcinoma","502Tbis-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831791/suppl/GSM831791_502Tbis_Plus.CEL.gz","54675","papillary thyroid carcinoma (PTC)","tumour"
"GSM831792","515T","GSM831792","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","tumour","Homo sapiens","pathological diagnostic: papillary thyroid carcinoma (PTC)","tissue type: tumour","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","papillary thyroid carcinoma","515T-46-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831792/suppl/GSM831792_515T_46_Plus.CEL.gz","54675","papillary thyroid carcinoma (PTC)","tumour"
"GSM831793","557T","GSM831793","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","tumour","Homo sapiens","pathological diagnostic: papillary thyroid carcinoma (PTC)","tissue type: tumour","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","papillary thyroid carcinoma","557T-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831793/suppl/GSM831793_557T_Plus.CEL.gz","54675","papillary thyroid carcinoma (PTC)","tumour"
"GSM831794","574T","GSM831794","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","tumour","Homo sapiens","pathological diagnostic: papillary thyroid carcinoma (PTC)","tissue type: tumour","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","papillary thyroid carcinoma","574T-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831794/suppl/GSM831794_574T_Plus.CEL.gz","54675","papillary thyroid carcinoma (PTC)","tumour"
"GSM831795","601T","GSM831795","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","tumour","Homo sapiens","pathological diagnostic: papillary thyroid carcinoma (PTC)","tissue type: tumour","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","papillary thyroid carcinoma","601T-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831795/suppl/GSM831795_601T_Plus.CEL.gz","54675","papillary thyroid carcinoma (PTC)","tumour"
"GSM831796","607T","GSM831796","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","tumour","Homo sapiens","pathological diagnostic: papillary thyroid carcinoma (PTC)","tissue type: tumour","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","papillary thyroid carcinoma","607T-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831796/suppl/GSM831796_607T_Plus.CEL.gz","54675","papillary thyroid carcinoma (PTC)","tumour"
"GSM831797","615T","GSM831797","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","tumour","Homo sapiens","pathological diagnostic: papillary thyroid carcinoma (PTC)","tissue type: tumour","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","papillary thyroid carcinoma","615Tbis-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831797/suppl/GSM831797_615Tbis_Plus.CEL.gz","54675","papillary thyroid carcinoma (PTC)","tumour"
"GSM831798","686T","GSM831798","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","tumour","Homo sapiens","pathological diagnostic: papillary thyroid carcinoma (PTC)","tissue type: tumour","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","papillary thyroid carcinoma","686T-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831798/suppl/GSM831798_686T_Plus.CEL.gz","54675","papillary thyroid carcinoma (PTC)","tumour"
"GSM831799","710T","GSM831799","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","tumour","Homo sapiens","pathological diagnostic: papillary thyroid carcinoma (PTC)","tissue type: tumour","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","papillary thyroid carcinoma","710T-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831799/suppl/GSM831799_710T_Plus.CEL.gz","54675","papillary thyroid carcinoma (PTC)","tumour"
"GSM831800","752T","GSM831800","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","tumour","Homo sapiens","pathological diagnostic: papillary thyroid carcinoma (PTC)","tissue type: tumour","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","papillary thyroid carcinoma","752T-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831800/suppl/GSM831800_752T_Plus.CEL.gz","54675","papillary thyroid carcinoma (PTC)","tumour"
"GSM831801","758T","GSM831801","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","tumour","Homo sapiens","pathological diagnostic: papillary thyroid carcinoma (PTC)","tissue type: tumour","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","papillary thyroid carcinoma","758T-34-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831801/suppl/GSM831801_758T_34_Plus.CEL.gz","54675","papillary thyroid carcinoma (PTC)","tumour"
"GSM831802","771T","GSM831802","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","tumour","Homo sapiens","pathological diagnostic: papillary thyroid carcinoma (PTC)","tissue type: tumour","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","papillary thyroid carcinoma","771T-36-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831802/suppl/GSM831802_771T_36_Plus.CEL.gz","54675","papillary thyroid carcinoma (PTC)","tumour"
"GSM831803","886T","GSM831803","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","tumour","Homo sapiens","pathological diagnostic: papillary thyroid carcinoma (PTC)","tissue type: tumour","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","papillary thyroid carcinoma","886T-38-plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831803/suppl/GSM831803_886T_38_plus.CEL.gz","54675","papillary thyroid carcinoma (PTC)","tumour"
"GSM831804","905T","GSM831804","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","tumour","Homo sapiens","pathological diagnostic: papillary thyroid carcinoma (PTC)","tissue type: tumour","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","papillary thyroid carcinoma","905T-40-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831804/suppl/GSM831804_905T_40_Plus.CEL.gz","54675","papillary thyroid carcinoma (PTC)","tumour"
"GSM831805","939T","GSM831805","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","tumour","Homo sapiens","pathological diagnostic: papillary thyroid carcinoma (PTC)","tissue type: tumour","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","papillary thyroid carcinoma","939T-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831805/suppl/GSM831805_939T_Plus.CEL.gz","54675","papillary thyroid carcinoma (PTC)","tumour"
"GSM831806","954T","GSM831806","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","tumour","Homo sapiens","pathological diagnostic: papillary thyroid carcinoma (PTC)","tissue type: tumour","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","papillary thyroid carcinoma","954T-42-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831806/suppl/GSM831806_954T_42_Plus.CEL.gz","54675","papillary thyroid carcinoma (PTC)","tumour"
